,budget,critic_rating,distribution,genre,id,method,rating,release,runtime,source,weekend1_date,weekend1_gross,weekend1_pertheater,weekend1_rank,weekend1_theaters,weekend2_date,weekend2_gross,weekend2_pertheater,weekend2_rank,weekend2_theaters,weekend3_date,weekend3_gross,weekend3_pertheater,weekend3_rank,weekend3_theaters,weekend4_date,weekend4_gross,weekend4_pertheater,weekend4_rank,weekend4_theaters,weekend5_date,weekend5_gross,weekend5_pertheater,weekend5_rank,weekend5_theaters,widest_release,year
Harry Potter and the Prisoner of Azkaban,130000000.0,91.0,Warner Bros.,Adventure,Harry-Potter-and-the-Prisoner-of-Azkaban,Animation/Live Action,PG,True,141.0,Based on Fiction Book/Short Story,2004-06-04 00:00:00,93687367,24303,1,3855,2004-06-11 00:00:00,34910393,9056,1,3855,2004-06-18 00:00:00,18027466,4738,3,3805,2004-06-25 00:00:00,11247412,3304,6,3404,2004-07-02 00:00:00,5938474,2179,7,2725,3855.0,2004
Havana Nights: Dirty Dancing 2,,,Lionsgate,Drama,Havana-Nights-Dirty-Dancing-2,Live Action,PG-13,True,,Original Screenplay,2004-02-27 00:00:00,5811325,2846,5,2042,2004-03-05 00:00:00,2962008,1451,8,2042,2004-03-12 00:00:00,1396187,1127,13,1239,2004-03-19 00:00:00,472351,990,19,477,2004-03-26 00:00:00,184568,977,26,189,2042.0,2004
Haywire,23000000.0,80.0,Relativity,Thriller/Suspense,Haywire,Live Action,R,True,93.0,Original Screenplay,2012-01-20 00:00:00,8425370,3454,6,2439,2012-01-27 00:00:00,4002760,1640,10,2441,2012-02-03 00:00:00,1202767,961,18,1251,2012-02-10 00:00:00,204442,777,38,263,2012-02-17 00:00:00,69716,882,49,79,2441.0,2012
He's Just Not That Into You,40000000.0,40.0,Warner Bros.,Romantic Comedy,Hes-Just-Not-That-Into-You,Live Action,PG-13,True,129.0,Based on Fiction Book/Short Story,2009-02-06 00:00:00,27785487,8751,1,3175,2009-02-13 00:00:00,19518465,6148,2,3175,2009-02-20 00:00:00,8558225,2806,4,3050,2009-02-27 00:00:00,6011405,2103,5,2858,2009-03-06 00:00:00,4017326,1643,6,2445,3175.0,2009
Head of State,35200000.0,31.0,Dreamworks SKG,Comedy,Head-of-State,Live Action,PG-13,True,,Original Screenplay,2003-03-28 00:00:00,13503484,6278,1,2151,2003-04-04 00:00:00,8578181,3981,4,2155,2003-04-11 00:00:00,3982035,1765,6,2256,2003-04-18 00:00:00,2214582,1201,12,1844,2003-04-25 00:00:00,929718,924,20,1006,2256.0,2003
Heaven is for Real,12000000.0,46.0,Sony Pictures,Drama,Heaven-is-for-Real,Live Action,PG,True,100.0,Based on Factual Book/Article,2014-04-18 00:00:00,22522221,9318,2,2417,2014-04-25 00:00:00,14351252,5305,3,2705,2014-05-02 00:00:00,8601509,2936,3,2930,2014-05-09 00:00:00,7482618,2455,4,3048,2014-05-16 00:00:00,4380052,1514,6,2893,3048.0,2014
Hellboy,60000000.0,81.0,Sony Pictures,Action,Hellboy,Live Action,PG-13,True,,Based on Comic/Graphic Novel,2004-04-02 00:00:00,23172440,7653,1,3028,2004-04-09 00:00:00,10824129,3557,2,3043,2004-04-16 00:00:00,5652030,1951,4,2897,2004-04-23 00:00:00,3112647,1403,7,2218,2004-04-30 00:00:00,1845434,1116,12,1653,3043.0,2004
Hellboy 2: The Golden Army,82500000.0,86.0,Universal,Action,Hellboy-2-The-Golden-Army,Live Action,PG-13,True,120.0,Based on Comic/Graphic Novel,2008-07-11 00:00:00,34539115,10780,1,3204,2008-07-18 00:00:00,10117815,3150,5,3212,2008-07-25 00:00:00,5100305,1690,8,3018,2008-08-01 00:00:00,2488525,1270,11,1959,2008-08-08 00:00:00,1254895,1240,13,1012,3212.0,2008
Her,23000000.0,46.0,Warner Bros.,Drama,Her,Live Action,R,False,119.0,Original Screenplay,2013-12-20 00:00:00,260382,43397,22,6,2013-12-27 00:00:00,649673,13823,18,47,2014-01-03 00:00:00,721714,15356,17,47,2014-01-10 00:00:00,5345477,3092,11,1729,2014-01-17 00:00:00,4034417,2333,10,1729,1729.0,2013
Herbie: Fully Loaded,50000000.0,41.0,Walt Disney,Comedy,Herbie-Fully-Loaded,Live Action,G,True,,,2005-06-24 00:00:00,12709221,3610,4,3521,2005-07-01 00:00:00,8818055,2504,5,3521,2005-07-08 00:00:00,6060511,2019,6,3002,2005-07-15 00:00:00,3619074,1459,8,2481,2005-07-22 00:00:00,2020307,1034,12,1953,3521.0,2005
Hercules,100000000.0,60.0,Paramount Pictures,Action,Hercules-(2014),Live Action,PG-13,True,97.0,Based on Folk Tale/Legend/Fairytale,2014-07-25 00:00:00,29800263,8289,2,3595,2014-08-01 00:00:00,11010367,3063,4,3595,2014-08-08 00:00:00,5746891,1984,7,2896,2014-08-15 00:00:00,2127874,1443,10,1475,2014-08-22 00:00:00,849796,1366,17,622,3595.0,2014
Here Comes the Boom,42000000.0,38.0,Sony Pictures,Comedy,Here-Comes-the-Boom,Live Action,PG,True,104.0,Original Screenplay,2012-10-12 00:00:00,11816596,3921,5,3014,2012-10-19 00:00:00,8407201,2789,7,3014,2012-10-26 00:00:00,5210024,2092,7,2491,2012-11-02 00:00:00,3528143,1525,9,2314,2012-11-09 00:00:00,2522790,1234,9,2044,3014.0,2012
Hereafter,50000000.0,46.0,Warner Bros.,Thriller/Suspense,Hereafter,Live Action,PG-13,False,129.0,Original Screenplay,2010-10-15 00:00:00,220322,36720,28,6,2010-10-22 00:00:00,12018147,5510,4,2181,2010-10-29 00:00:00,6422327,2649,5,2424,2010-11-05 00:00:00,4011397,1696,9,2365,2010-11-12 00:00:00,1318493,780,13,1691,2424.0,2010
Hidalgo,78000000.0,47.0,Walt Disney,Western,Hidalgo,Live Action,PG-13,True,,Original Screenplay,2004-03-05 00:00:00,18829435,6147,3,3063,2004-03-12 00:00:00,11861620,3870,4,3065,2004-03-19 00:00:00,8415810,2873,6,2929,2004-03-26 00:00:00,5336874,2001,8,2667,2004-04-02 00:00:00,2580498,1610,13,1603,3065.0,2004
Hide and Seek,25000000.0,13.0,20th Century Fox,Thriller/Suspense,Hide-and-Seek,Live Action,R,True,100.0,Original Screenplay,2005-01-28 00:00:00,21959233,7308,1,3005,2005-02-04 00:00:00,8906932,2964,4,3005,2005-02-11 00:00:00,5408477,2142,7,2525,2005-02-18 00:00:00,2631246,1479,12,1779,2005-02-25 00:00:00,971177,774,18,1254,3005.0,2005
High School Musical 3: Senior Year,11000000.0,65.0,Walt Disney,Musical,High-School-Musical-3-Senior-Year,Live Action,G,True,,Based on TV,2008-10-24 00:00:00,42030184,11601,1,3623,2008-10-31 00:00:00,15316072,4224,1,3626,2008-11-07 00:00:00,9159523,2644,3,3464,2008-11-14 00:00:00,5656162,1766,4,3202,2008-11-21 00:00:00,2049144,868,7,2361,3626.0,2008
High Tension,2850000.0,41.0,Lionsgate,Horror,High-Tension,Live Action,R,False,,Original Screenplay,2005-06-10 00:00:00,1897705,1434,10,1323,2005-06-17 00:00:00,637724,527,14,1209,2005-06-24 00:00:00,69895,451,39,155,,,,,,,,,,,1323.0,2005
His Dark Materials: The Golden Compass,205000000.0,42.0,New Line,Adventure,His-Dark-Materials-The-Golden-Compass,Live Action,PG-13,True,,Based on Fiction Book/Short Story,2007-12-07 00:00:00,25783232,7308,1,3528,2007-12-14 00:00:00,8825549,2502,3,3528,2007-12-21 00:00:00,4550000,1541,7,2953,2007-12-28 00:00:00,4683801,2421,12,1935,2008-01-04 00:00:00,2873467,1784,14,1611,3528.0,2007
Hit & Run,22000000.0,49.0,Open Road,Comedy,Hit-and-Run-(2012),Live Action,R,False,95.0,Original Screenplay,2012-08-24 00:00:00,4526222,1577,10,2870,2012-08-31 00:00:00,2586456,901,12,2870,2012-09-07 00:00:00,1077146,595,15,1810,2012-09-14 00:00:00,365135,561,27,651,2012-09-21 00:00:00,135377,465,39,291,2870.0,2012
Hitch,55000000.0,69.0,Sony Pictures,Romantic Comedy,Hitch,Live Action,PG-13,True,117.0,Original Screenplay,2005-02-11 00:00:00,43142214,12068,1,3575,2005-02-18 00:00:00,31355930,8771,1,3575,2005-02-25 00:00:00,20420799,5719,2,3571,2005-03-04 00:00:00,12118263,3525,3,3438,2005-03-11 00:00:00,8786575,2953,5,2975,3575.0,2005
Hitchcock,,62.0,Fox Searchlight,Drama,Hitchcock,Live Action,PG-13,False,98.0,Based on Factual Book/Article,2012-11-23 00:00:00,287715,16924,21,17,2012-11-30 00:00:00,408692,8174,16,50,2012-12-07 00:00:00,712544,3937,16,181,2012-12-14 00:00:00,1107659,1974,14,561,2012-12-21 00:00:00,579676,1084,18,535,561.0,2012
Hitman,17500000.0,14.0,20th Century Fox,Action,Hitman,Live Action,R,True,,Original Screenplay,2007-11-23 00:00:00,13180769,5362,4,2458,2007-11-30 00:00:00,6021927,2440,4,2468,2007-12-07 00:00:00,3488135,1443,8,2418,2007-12-14 00:00:00,1070190,634,15,1687,2007-12-21 00:00:00,208686,470,23,444,2468.0,2007
Holes,20000000.0,77.0,Walt Disney,Drama,Holes,Live Action,PG,True,,Based on Fiction Book/Short Story,2003-04-18 00:00:00,16300155,6993,2,2331,2003-04-25 00:00:00,12552722,5344,3,2349,2003-05-02 00:00:00,6915418,2879,5,2402,2003-05-09 00:00:00,4858857,1982,6,2452,2003-05-16 00:00:00,3160190,1416,8,2232,2452.0,2003
Hollywood Homicide,75000000.0,30.0,Sony Pictures,Action,Hollywood-Homicide,Live Action,PG-13,True,115.0,Original Screenplay,2003-06-13 00:00:00,11112632,3913,5,2840,2003-06-20 00:00:00,5930260,2088,8,2840,2003-06-27 00:00:00,3061550,1262,9,2425,2003-07-04 00:00:00,716324,1046,15,685,2003-07-11 00:00:00,201872,776,25,260,2840.0,2003
Hollywoodland,,69.0,Focus Features,Drama,Hollywoodland,Live Action,R,True,,Based on Real Life Events,2006-09-08 00:00:00,5926177,3828,2,1548,2006-09-15 00:00:00,2722954,1756,9,1551,2006-09-22 00:00:00,1476804,1169,13,1263,2006-09-29 00:00:00,551234,1042,18,529,2006-10-06 00:00:00,169961,601,30,283,1551.0,2006
Home Run,1200000.0,45.0,Samuel Goldwyn Films,Drama,Home-Run,Live Action,PG-13,False,113.0,Original Screenplay,2013-04-19 00:00:00,1582466,4153,12,381,2013-04-26 00:00:00,460871,1246,17,370,2013-05-03 00:00:00,128217,782,26,164,2013-05-10 00:00:00,131187,1001,25,131,2013-05-17 00:00:00,44975,523,41,86,381.0,2013
Home on the Range,110000000.0,54.0,Walt Disney,Comedy,Home-on-the-Range,Hand Animation,PG,True,,Original Screenplay,2004-04-02 00:00:00,13880771,4556,4,3047,2004-04-09 00:00:00,8105171,2650,6,3058,2004-04-16 00:00:00,5507064,2014,5,2735,2004-04-23 00:00:00,3570296,1439,5,2481,2004-04-30 00:00:00,2306510,1148,9,2010,3058.0,2004
Homefront,22000000.0,42.0,Open Road,Action,Homefront,Live Action,R,True,100.0,Based on Fiction Book/Short Story,2013-11-29 00:00:00,6915241,2691,5,2570,2013-12-06 00:00:00,3428440,1334,6,2570,2013-12-13 00:00:00,1706286,812,10,2102,2013-12-20 00:00:00,526722,421,14,1250,2013-12-27 00:00:00,64480,860,38,75,2570.0,2013
Honey,18000000.0,21.0,Universal,Drama,Honey,Live Action,PG-13,True,,Original Screenplay,2003-12-05 00:00:00,12856040,6620,2,1942,2003-12-12 00:00:00,4860975,2465,8,1972,2003-12-19 00:00:00,2708610,1485,10,1824,2003-12-26 00:00:00,1417310,1865,16,760,2004-01-02 00:00:00,1071845,1595,20,672,1972.0,2003
Hoodwinked,17500000.0,46.0,Weinstein Co.,Comedy,Hoodwinked,Digital Animation,PG,True,,Based on Folk Tale/Legend/Fairytale,2006-01-13 00:00:00,12401900,5180,3,2394,2006-01-20 00:00:00,10409378,3467,2,3002,2006-01-27 00:00:00,7480089,2477,5,3020,2006-02-03 00:00:00,5307334,1826,5,2907,2006-02-10 00:00:00,2406005,1154,10,2085,3020.0,2006
Hoodwinked Too: Hood vs. Evil,30000000.0,11.0,Weinstein Co.,Adventure,Hoodwinked-2-Hood-vs-Evil,Digital Animation,PG,True,86.0,Based on Folk Tale/Legend/Fairytale,2011-04-29 00:00:00,4108630,1640,6,2505,2011-05-06 00:00:00,2042603,815,10,2505,2011-05-13 00:00:00,1151268,902,11,1276,2011-05-20 00:00:00,371335,578,20,642,2011-05-27 00:00:00,68811,339,43,203,2505.0,2011
Hoot,15000000.0,26.0,New Line,Comedy,Hoot,Live Action,PG,True,,Based on Fiction Book/Short Story,2006-05-05 00:00:00,3368197,1116,10,3018,2006-05-12 00:00:00,2292677,760,10,3018,2006-05-19 00:00:00,423650,518,19,818,2006-05-26 00:00:00,205311,825,26,249,2006-06-02 00:00:00,119044,490,31,243,3018.0,2006
Hop,63000000.0,25.0,Universal,Comedy,Hop,Animation/Live Action,PG,True,95.0,Based on Folk Tale/Legend/Fairytale,2011-04-01 00:00:00,37543710,10490,1,3579,2011-04-08 00:00:00,21298240,5890,1,3616,2011-04-15 00:00:00,10715205,2970,3,3608,2011-04-22 00:00:00,12185905,3370,4,3616,2011-04-29 00:00:00,2683720,845,9,3176,3616.0,2011
Hope Springs,30000000.0,74.0,Sony Pictures,Romantic Comedy,Hope-Springs,Live Action,PG-13,True,100.0,Original Screenplay,2012-08-10 00:00:00,14650121,6205,4,2361,2012-08-17 00:00:00,9111529,3859,8,2361,2012-08-24 00:00:00,5725107,2383,9,2402,2012-08-31 00:00:00,4697097,1924,10,2441,2012-09-07 00:00:00,2800217,1149,11,2437,2441.0,2012
Horrible Bosses,35000000.0,,Warner Bros.,Comedy,Horrible-Bosses,Live Action,R,True,98.0,Original Screenplay,2011-07-08 00:00:00,28302165,9310,2,3040,2011-07-15 00:00:00,17777464,5672,3,3134,2011-07-22 00:00:00,11884319,3829,5,3104,2011-07-29 00:00:00,7189365,2864,7,2510,2011-08-05 00:00:00,4583252,2263,9,2025,3134.0,2011
Horrible Bosses 2,40000000.0,35.0,Warner Bros.,Comedy,Horrible-Bosses-2,Live Action,R,True,108.0,Original Screenplay,2014-11-28 00:00:00,15457418,4580,5,3375,2014-12-05 00:00:00,8421307,2477,3,3400,2014-12-12 00:00:00,4611437,1440,7,3202,2014-12-19 00:00:00,2203429,1158,12,1902,2014-12-26 00:00:00,1455710,1453,18,1002,3400.0,2014
Horton Hears a Who,85000000.0,79.0,20th Century Fox,Adventure,Horton-Hears-a-Who,Digital Animation,G,True,88.0,Based on Fiction Book/Short Story,2008-03-14 00:00:00,45012998,11384,1,3954,2008-03-21 00:00:00,24590596,6208,1,3961,2008-03-28 00:00:00,17740106,4637,2,3826,2008-04-04 00:00:00,9115987,2553,4,3571,2008-04-11 00:00:00,5920566,1845,6,3209,3961.0,2008
Hostage,75000000.0,35.0,Miramax,Action,Hostage,Live Action,R,True,,Based on Fiction Book/Short Story,2005-03-11 00:00:00,10214734,4811,4,2123,2005-03-18 00:00:00,5989221,2744,6,2183,2005-03-25 00:00:00,4138040,2093,7,1977,2005-04-01 00:00:00,2335451,1352,11,1728,2005-04-08 00:00:00,1185551,934,13,1269,2183.0,2005
Hostel,4800000.0,61.0,Lionsgate,Horror,Hostel,Live Action,R,True,95.0,Original Screenplay,2006-01-06 00:00:00,19556099,8909,1,2195,2006-01-13 00:00:00,9973880,4268,5,2337,2006-01-20 00:00:00,4246471,1881,9,2258,2006-01-27 00:00:00,1777435,1397,17,1272,2006-02-03 00:00:00,547535,971,25,564,2337.0,2006
Hostel: Part II,7500000.0,44.0,Lionsgate,Horror,Hostel-Part-II,Live Action,R,True,,Original Screenplay,2007-06-08 00:00:00,8203391,3491,6,2350,2007-06-15 00:00:00,3026131,1288,8,2350,2007-06-22 00:00:00,901485,860,14,1048,2007-06-29 00:00:00,141359,781,25,181,,,,,,2350.0,2007
Hot Fuzz,16000000.0,91.0,Focus Features,Comedy,Hot-Fuzz,Live Action,R,True,,Original Screenplay,2007-04-20 00:00:00,5848464,7089,6,825,2007-04-27 00:00:00,4876867,3834,6,1272,2007-05-04 00:00:00,2219346,1753,9,1266,2007-05-11 00:00:00,1716670,1384,10,1240,2007-05-18 00:00:00,1291898,1328,9,973,1272.0,2007
Hot Rod,25000000.0,40.0,Paramount Pictures,Comedy,Hot-Rod,Live Action,PG-13,True,,Original Screenplay,2007-08-03 00:00:00,5310711,2037,9,2607,2007-08-10 00:00:00,2223876,853,14,2607,2007-08-17 00:00:00,571780,705,19,811,2007-08-24 00:00:00,154544,647,34,239,2007-08-31 00:00:00,136437,707,37,193,2607.0,2007
Hot Tub Time Machine,36000000.0,63.0,MGM,Comedy,Hot-Tub-Time-Machine,Live Action,R,True,,Original Screenplay,2010-03-26 00:00:00,14020502,5091,3,2754,2010-04-02 00:00:00,8070716,2913,6,2771,2010-04-09 00:00:00,5431021,2080,6,2611,2010-04-16 00:00:00,3490471,1512,9,2308,2010-04-23 00:00:00,2007125,1123,11,1787,2771.0,2010
